SMILES,ATSC1pe,MATS2c,SlogP_VSA2,Predictions
C=CC(C)=C(CF)C1CO1,0.0648428571428555,-0.1778747573950665,19.38543932453613,1
CC(C=O)=C(CF)C1CO1,-0.0028105263157899,-0.1645522494567314,25.80036116408637,1
CC(C#N)=C(CF)C1CO1,-0.0004944444444449,-0.129660240427035,25.924612281287057,0
C=CC(F)=C(CC)C1CO1,0.0648428571428555,-0.114540995642742,25.29744558732176,0
CCC(=C(F)C=O)C1CO1,-0.0028105263157899,-0.2314465858279701,31.84220199323433,1
CCC(=C(F)C#N)C1CO1,-0.0004944444444453,-0.2116312513087417,37.01085494667537,2
C=CC(F)=C(CN)C1CO1,-0.278485000000002,-0.0850421960248433,31.972036559596663,1
C=CC(F)=C(CO)C1CO1,-0.3171210526315797,-0.0964876766579709,25.421696704522443,2
O=CC(F)=C(CO)C1CO1,-0.484264705882353,-0.1732255192611453,31.96645311043501,1
N#CC(F)=C(CO)C1CO1,-0.4895,-0.1505732784872196,37.13510606387606,1
C=CC(F)=C(CF)C1CO1,-0.0469722222222223,-0.1072970713293206,32.096287676797346,1
O=CC(F)=C(CF)C1CO1,-0.1412874999999998,-0.1948568709425866,32.71755458738688,2
N#CC(F)=C(CF)C1CO1,-0.1477399999999991,-0.1646896480179177,24.03126337182359,0
CNC(=C(C)C=O)C1CO1,-0.0308047619047642,-0.2264587858513029,30.576019777736164,1
CNC(=C(C)C#N)C1CO1,-0.0190950000000021,-0.2413871259891585,35.74467273117721,1
CNC(=C(F)C=O)C1CO1,-0.2650000000000004,-0.3393703319496758,30.705854344098498,0
CNC(=C(F)C#N)C1CO1,-0.2650000000000003,-0.3620696148962935,0.0,1
C=CC(C)=C(OC)C1CO1,0.1957999999999962,-0.3014792827277632,6.544756405912575,1
COC(=C(C)C=O)C1CO1,0.073869999999998,-0.2683581395410734,11.713409359353625,1
COC(=C(C)C#N)C1CO1,0.0824421052631565,-0.2957958000744706,6.674590972274908,1
C=CC(F)=C(OC)C1CO1,-0.0056210526315799,-0.3831210686117111,6.286160523129555,0
COC(=C(F)C=O)C1CO1,-0.1727647058823532,-0.388665577062957,0.0,1
COC(=C(F)C#N)C1CO1,-0.1780000000000003,-0.4214282103949317,17.99956988248318,0
CCC(=C(C)C=O)N1CC1,0.1350695652173875,-0.1982794396693496,11.713409359353625,1
CCC(=C(C)C#N)N1CC1,0.1434363636363611,-0.223056067484703,12.960751495404462,1
CC(C=O)=C(CO)N1CC1,-0.170804761904764,-0.2079733761620933,6.674590972274908,1
CC(C#N)=C(CO)N1CC1,-0.159095000000002,-0.2213251621628483,13.592428388589765,1
CC(C=O)=C(CF)N1CC1,0.0338099999999986,-0.2912923295232963,19.87858891171932,1
CC(C#N)=C(CF)N1CC1,0.0381684210526309,-0.3267050652726762,13.592428388589765,1
CCC(=C(F)C=O)N1CC1,0.0338099999999986,-0.3808106055200181,13.716679505790452,1
CCC(=C(F)C#N)N1CC1,0.0381684210526309,-0.4307844365635079,20.00284002892001,0
O=CC(F)=C(CO)N1CC1,-0.4050000000000006,-0.3291205249061434,13.716679505790452,1
N#CC(F)=C(CO)N1CC1,-0.4050000000000001,-0.351984039151278,13.08951281182515,1
O=CC(F)=C(CF)N1CC1,-0.1031882352941178,-0.4091722384453863,19.375673334954705,0
N#CC(F)=C(CF)N1CC1,-0.1065750000000002,-0.4489575635286322,13.08951281182515,0
CNC(=C(C)C=O)N1CC1,0.0360818181818152,0.0105304648325888,13.213763929025836,1
CNC(=C(C)C#N)N1CC1,0.0506333333333299,0.0146828296630615,19.49992445215539,1
CNC(=C(F)C=O)N1CC1,-0.1869736842105273,-0.2262325785843893,13.213763929025836,1
CNC(=C(F)C#N)N1CC1,-0.1823888888888888,-0.2544663063639844,12.586597235060536,1
COC(=C(C)C=O)N1CC1,0.1406952380952356,-0.002909450210787,19.13135364097311,0
COC(=C(C)C#N)N1CC1,0.1524049999999977,-0.012096388804363,24.30000659441416,1
COC(=C(F)C=O)N1CC1,-0.0935000000000008,-0.2326133626821877,19.261188207335444,0
COC(=C(F)C#N)N1CC1,-0.0935000000000004,-0.2647202366849018,18.87275775819009,0
C#CC(C)=C(CC)C1CC1,7.008282842946306e-16,-0.069575814899354,12.586597235060536,1
C#CC(C)=C(CN)C1CC1,-0.1700086956521772,-0.0248733124952174,30.58616711754372,1
C#CC(C)=C(CO)C1CC1,-0.1775954545454575,-0.0745492184180924,24.30000659441416,2
C#CC(C)=C(CF)C1CC1,-1.3981871216373065e-15,-0.1696206814177383,25.547348730465,1
C#CC(F)=C(CC)C1CC1,-1.4051260155412137e-15,-0.1516963274235598,19.261188207335444,1
C#CC(F)=C(CN)C1CC1,-0.2655800000000024,-0.0770464236801465,12.71084835226122,2
C#CC(F)=C(CO)C1CC1,-0.2726210526315793,-0.0956687572385724,19.2556047581738,2
C#CC(F)=C(CF)C1CC1,1.9949319973733282e-17,-0.1334066692006371,24.42425771161484,1
C#CC(C)=C(OC)C1CC1,0.1339045454545421,-0.2437606875225732,19.38543932453613,1
C#CC(F)=C(OC)C1CC1,0.0388789473684204,-0.3901530581841803,18.997008875390776,0
C#CC(C)=C(CC)C1CN1,0.0014913043478226,-0.0920510461220613,12.71084835226122,1
C#CC(C)=C(CN)C1CN1,-0.2276272727272756,-0.0607411256270663,30.7104182347444,1
C#CC(C)=C(CO)C1CN1,-0.2630523809523833,-0.089898927259008,24.42425771161484,2
C#CC(C)=C(CF)C1CN1,-0.0940800000000013,-0.1383646673003391,25.67159984766568,1
C#CC(F)=C(CC)C1CN1,-0.0940800000000013,-0.123277053884949,19.38543932453613,0
C#CC(F)=C(CN)C1CN1,-0.4381631578947376,-0.0884012379921546,20.006706235125662,2
C#CC(F)=C(CO)C1CN1,-0.4840388888888894,-0.1013978046088918,26.29286675825522,2
C#CC(F)=C(CF)C1CN1,-0.2233823529411765,-0.117232141414735,20.006706235125662,2
C#CC(C)=C(OC)C1CN1,0.0484476190476163,-0.2886056570729688,23.8250423284329,0
C#CC(F)=C(OC)C1CN1,-0.1725388888888897,-0.4041602767864308,30.36979873434548,0
C#CC(C)=C(CC)C1CO1,0.1339045454545422,-0.1435846212738353,35.53845168778652,1
C#CC(C)=C(CN)C1CO1,-0.1230523809523835,-0.0977782482317246,30.49963330070781,2
C#CC(C)=C(CO)C1CO1,-0.158420000000003,-0.1140271696457135,23.89660227202713,1
C#CC(C)=C(CF)C1CO1,0.0388789473684204,-0.1537800006232132,30.441358677939707,1
C#CC(F)=C(CC)C1CO1,0.0388789473684204,-0.1380181072119666,35.61001163138076,2
C#CC(F)=C(CN)C1CO1,-0.3440388888888905,-0.1032137229908777,30.57119324430204,1
C#CC(F)=C(CO)C1CO1,-0.3910764705882353,-0.1096922502695867,37.41747071702266,1
C#CC(F)=C(CF)C1CO1,-0.09178125,-0.116273523672049,37.4890306606169,1
C#CC(C)=C(OC)C1CO1,0.1530799999999967,-0.326861865292904,37.54172183422335,1
C#CC(F)=C(OC)C1CO1,-0.0795764705882356,-0.421707122424215,37.61328177781758,1
C=CC(=C(C)CC)C1CC1,-5.551115123125788e-16,-0.1074878240334695,24.313025915315,0
C=CC(=C(C)CN)C1CC1,-0.1564079999999992,-0.0289329248437392,30.85778232122757,1
C=CC(=C(C)CO)C1CC1,-0.1627958333333325,-0.0808565743961518,36.02643527466862,2
C=CC(=C(C)CF)C1CC1,-2.3592239273284576e-15,-0.209319410174692,30.987616887589912,1
CCC(C)=C(C=O)C1CC1,5.100087019371813e-16,-0.2125492444121923,37.90545430390477,2
CCC(C)=C(C#N)C1CC1,-2.7408630920433552e-15,-0.2263934761796837,38.029705421105454,2
CC(CO)=C(C=O)C1CC1,-0.2136000000000025,-0.1213126563718329,23.93404512153696,1
CC(CO)=C(C#N)C1CC1,-0.2068190476190494,-0.0952533716037821,30.47880152744953,1
CC(CF)=C(C=O)C1CC1,-9.020562075079397e-16,-0.2050520971186993,35.64745448089057,2
CC(CF)=C(C#N)C1CC1,-1.5126788710517758e-15,-0.1914227334583625,30.608636093811864,0
CCC(N)=C(C=O)C1CC1,-0.2079304347826122,-0.0277523646888884,24.00560506513119,2
CCC(N)=C(C#N)C1CC1,-0.1995636363636387,-0.0096603925995175,30.55036147104376,1
NC(CO)=C(C=O)C1CC1,-0.5138047619047639,-0.0897403097057665,35.71901442448481,2
N#CC(=C(N)CO)C1CC1,-0.5020950000000017,-0.0881157456398732,30.68019603740609,2
NC(CF)=C(C=O)C1CC1,-0.3091900000000004,-0.1289357695806608,24.05047588114812,2
N#CC(=C(N)CF)C1CC1,-0.3048315789473688,-0.1308938721962347,30.59523228706069,1
C=CC(=C(F)CC)C1CC1,-2.3592239273284576e-15,-0.1297230650190722,35.763885240501736,2
C=CC(=C(F)CN)C1CC1,-0.2414363636363661,-0.1696899869929688,30.72506685342302,1
C=CC(=C(F)CO)C1CC1,-0.2466571428571441,-0.2105095885396715,24.12203582474235,0
C=CC(=C(F)CF)C1CC1,-4.163336342344337e-16,-0.3266144493737343,30.666792230654924,0
CCC(F)=C(C=O)C1CC1,-8.98586760555986e-16,-0.1174117810724169,35.835445184095974,1
CCC(F)=C(C#N)C1CC1,-1.5178830414797062e-15,-0.123367585928609,30.796626797017257,2
O=CC(=C(F)CO)C1CC1,-0.3143105263157897,-0.172183479924506,31.34633376401256,1
N#CC(=C(F)CO)C1CC1,-0.3119944444444447,-0.1849188966154002,31.41789370760679,1
O=CC(=C(F)CF)C1CC1,4.996003610813204e-16,-0.2219917108064673,12.586597235060536,1
N#CC(=C(F)CF)C1CC1,8.500145032286355e-17,-0.2515159452584505,19.13135364097311,1
CNC(C)=C(C=O)C1CC1,-0.0364304347826123,-0.1480885687728622,24.30000659441416,1
CNC(C)=C(C#N)C1CC1,-0.0280636363636387,-0.1663007560260646,19.261188207335444,1
CNC(N)=C(C=O)C1CC1,-0.3069181818181845,0.1333255833917273,18.87275775819009,2
CNC(N)=C(C#N)C1CC1,-0.2923666666666698,0.1515210839871942,12.586597235060536,1
C=CC(=C(C)OC)C1CC1,0.148704166666667,-0.1607667809205298,30.58616711754372,0
COC(C)=C(C=O)C1CC1,0.0978999999999971,-0.1664611099045149,24.30000659441416,1
COC(C)=C(C#N)C1CC1,0.1046809523809503,-0.1964340302340695,25.547348730465,1
COC(N)=C(C=O)C1CC1,-0.2023047619047641,0.1234682809099737,19.261188207335444,1
COC(N)=C(C#N)C1CC1,-0.190595000000002,0.1275918801931305,26.1790256236503,2
C=CC(=C(C)CC)C1CN1,0.0150919999999981,-0.1326410363073528,32.46518614677986,2
C=CC(=C(C)CN)C1CN1,-0.1943666666666666,-0.071714683914744,26.1790256236503,1
C=CC(=C(C)CO)C1CN1,-0.2252652173913087,-0.0994823653963462,26.30327674085099,1
C=CC(=C(C)CF)C1CN1,-0.0699363636363663,-0.1744233766731908,32.58943726398054,2
CCC(C)=C(C=O)C1CN1,-0.0364304347826123,-0.1761242210943053,26.30327674085099,1
CCC(C)=C(C#N)C1CN1,-0.0280636363636387,-0.1917561587175272,25.67611004688569,0
CC(CO)=C(C=O)C1CN1,-0.3423047619047639,-0.1222148500165085,31.96227057001524,1
CC(CO)=C(C#N)C1CN1,-0.3305950000000018,-0.1169333210720133,25.67611004688569,2
CC(CF)=C(C=O)C1CN1,-0.1376900000000005,-0.1755739257316129,25.80036116408637,2
CC(CF)=C(C#N)C1CN1,-0.1333315789473689,-0.1776417943213191,32.08652168721593,2
CCC(N)=C(C=O)C1CN1,-0.3069181818181845,-0.0551647342893297,25.80036116408637,2
CCC(N)=C(C#N)C1CN1,-0.2923666666666699,-0.0612832028717907,25.17319447012107,2
NC(CO)=C(C=O)C1CN1,-0.7205500000000027,-0.100118255143438,31.717950876033647,2
N#CC(=C(N)CO)C1CN1,-0.7075000000000014,-0.1097407447789737,36.88660382947469,2
NC(CF)=C(C=O)C1CN1,-0.5299736842105272,-0.1322025820446439,31.84778544239598,2
N#CC(=C(N)CF)C1CN1,-0.5253888888888893,-0.1459267214274553,31.459354993250628,2
C=CC(=C(F)CC)C1CN1,-0.0699363636363662,-0.1306538795908014,25.17319447012107,0
C=CC(=C(F)CN)C1CN1,-0.3801000000000025,-0.1604271683155769,43.17276435260425,1
C=CC(=C(F)CO)C1CN1,-0.4184850000000006,-0.1935727868405103,36.88660382947469,1
C=CC(=C(F)CF)C1CN1,-0.1818157894736845,-0.2548524348276238,38.133945965525534,1
CCC(F)=C(C=O)C1CN1,-0.1376900000000005,-0.1148791920794809,31.84778544239598,2
CCC(F)=C(C#N)C1CN1,-0.1333315789473689,-0.1388237727442567,25.29744558732176,2
O=CC(=C(F)CO)C1CN1,-0.5765000000000001,-0.162107101728865,31.842201993234333,2
N#CC(=C(F)CO)C1CN1,-0.5765,-0.1825181303909618,37.01085494667538,1
O=CC(=C(F)CF)C1CN1,-0.2746882352941178,-0.1914178649595305,31.972036559596667,1
N#CC(=C(F)CF)C1CN1,-0.2780750000000002,-0.2202584650210063,31.58360611045132,1
CNC(C)=C(C=O)C1CN1,-0.1354181818181846,-0.1495881477128442,25.29744558732176,2
CNC(C)=C(C#N)C1CN1,-0.1208666666666699,-0.1770963993809778,43.29701546980493,2
CNC(N)=C(C=O)C1CN1,-0.4774000000000034,0.0853977888835406,37.01085494667538,1
CNC(N)=C(C#N)C1CN1,-0.4596200000000033,0.0829566296683823,38.25819708272622,1
C=CC(=C(C)OC)C1CN1,0.086234782608691,-0.1651381379566826,31.972036559596667,1
COC(C)=C(C=O)C1CN1,-0.0308047619047642,-0.1648670114347154,32.5933034701862,2
COC(C)=C(C#N)C1CN1,-0.0190950000000021,-0.1993410612444063,38.87946399331575,2
COC(N)=C(C=O)C1CN1,-0.4090500000000029,0.0843629991334477,32.5933034701862,2
COC(N)=C(C#N)C1CN1,-0.3960000000000015,0.0741368223731129,12.71084835226122,2
C=CC(=C(C)CC)C1CO1,0.1487041666666671,-0.1937662676110777,19.2556047581738,1
C=CC(=C(C)CN)C1CO1,-0.0852652173913088,-0.1171847177137043,24.42425771161485,2
C=CC(=C(C)CO)C1CO1,-0.1157000000000034,-0.1329279444658244,19.38543932453613,0
C=CC(=C(C)CF)C1CO1,0.0648428571428555,-0.2075917873788296,18.997008875390776,1
CCC(C)=C(C=O)C1CO1,0.0978999999999971,-0.1871607523911845,12.71084835226122,1
CCC(C)=C(C#N)C1CO1,0.1046809523809503,-0.2091203145124402,30.7104182347444,0
CC(CO)=C(C=O)C1CO1,-0.2376300000000016,-0.1323576958581041,24.42425771161485,1
CC(CO)=C(C#N)C1CO1,-0.2290578947368431,-0.1331422212267612,25.67159984766569,1
CC(CF)=C(C=O)C1CO1,-0.0028105263157899,-0.1800901140491465,19.38543932453613,1
CC(CF)=C(C#N)C1CO1,-0.0004944444444453,-0.1877601194626236,26.303276740850983,1
CCC(N)=C(C=O)C1CO1,-0.2023047619047641,-0.0720766608560583,32.589437263980535,2
CCC(N)=C(C#N)C1CO1,-0.190595000000002,-0.0842771535018745,26.303276740850983,1
NC(CO)=C(C=O)C1CO1,-0.6559526315789488,-0.1086870107124724,26.427527858051672,2
N#CC(=C(N)CO)C1CO1,-0.6483666666666676,-0.1215432501243946,32.71368838118123,2
NC(CF)=C(C=O)C1CO1,-0.4365000000000003,-0.1384899728636008,26.427527858051672,2
N#CC(=C(N)CF)C1CO1,-0.4365000000000002,-0.1552852337546665,25.80036116408637,2
C=CC(=C(F)CC)C1CO1,0.0648428571428555,-0.1597252928815306,32.08652168721592,1
C=CC(=C(F)CN)C1CO1,-0.278485000000002,-0.1762700392484335,25.80036116408637,1
C=CC(=C(F)CO)C1CO1,-0.3171210526315797,-0.2030293250207311,25.924612281287057,1
C=CC(=C(F)CF)C1CO1,-0.0469722222222223,-0.2561005597893266,32.21077280441661,1
CCC(F)=C(C=O)C1CO1,-0.0028105263157899,-0.1168595131941557,25.924612281287057,0
CCC(F)=C(C#N)C1CO1,-0.0004944444444453,-0.1427248228536986,25.29744558732176,0
O=CC(=C(F)CO)C1CO1,-0.484264705882353,-0.1587389041123517,31.84220199323433,1
